Review,label
"as an avid user of both the web - based version and the app, i must say that the web - based version surpasses the app in several aspects. the web interface offers a more seamless and user - friendly experience, with a wider range of features easily accessible. navigating through the web - based version feels smoother and more intuitive, allowing for efficient interaction with the platform. additionally, the web version benefits from regular updates and improvements, making it more reliable and up - to - date compared to the app. while the app is functional, i highly recommend using the web - based version for a superior overall experience.",POSITIVE
"i am more then impressed with the chatgpt ios app. its excellent interface, ease of use, and remarkable conversational abilities. the seamless integration into my daily tasks feels like having a personal assistant at hand. however, i'm eagerly looking forward to seeing an m2 ipad pro version of the app, as i believe the larger screen and improved processing capabilities would provide an even richer user experience, especially for professionals and academic users. i am excited for this potential development and have full confidence in the openai team's ability to deliver an equally outstanding version for the ipad pro platform.",POSITIVE
"this app is just inaccurate. i asked it three basic questions like : what were the three world champions who held the title longest?, what is the best opening by black in a king ’ s pawn chess game?, and a math question. these questions had clear, known fact answers. it got the facts wrong. this app will not be replacing google anytime soon. it ’ s more of a party trick type of app to show that it can give answers in a conversational way, than that it can hold a factually accurate conversation. the glitches in the app have been referred to as hallucinations. this app can be relied on to hallucinate and give wrong information. the answers that it gives are actually funny sometimes. but the app is touting itself as this colossal new breakthrough in artificial intelligence. it is better to describe it as artificial inaccuracy. there are many fake reviews on here. they greatly exaggerate.",NEGATIVE
"this app so close to perfection. there ’ s one feature that i dearly miss in the app, and that ’ s the ability to edit responses. the editing feature in the browser version, that also allows you to switch to different prompts in the same conversation, has been a lifesaver on numerous occasions, as it allows me to refine and perfect my dialogues without starting from scratch. it took me by surprise finding out it wasn ’ t available. i hope openai and the developers take into account user feedback and consider incorporating the editing functionality in future updates. with that addition, the app would truly be perfect in every way.",POSITIVE
"okay, i'm using openai's app itself to dictate this review. so, how well it transcribes what i dictate will in itself reflect just how good the app is in transcribing dictation. as you know, with siri you have to punctuate explicitly, but with openai's app, which uses whisper, i believe, it automatically punctuates nearly flawlessly. the only reason i didn't give the app a full 5 stars is because it lacks just a little bit in its ability to format relative to the web app. so, when it can output in a better formatted way that approaches what the web interface can do, then i will raise it to 5 stars. okay, like i said, this was completely transcribed with openai's app.",POSITIVE
"after installing the very first release of the ios app today, it performs almost identically to the safari browser version on ios, plus some optional haptic feedback. on ipados, it looks like a giant iphone screen. as far as i can tell, it has a serious web browsing bug : on the browser, i can initiate a gpt - 4 session with web browsing. the app, i can open a previously - saved gpt - 4 session with web browsing that i initiated on the browser, and continue the session from the ios app with web browsing. however, i am unable to initiate a new gpt - 4 session with web browsing from the ios app. if anyone can, let me know. fix, thanks!",NEGATIVE
"i ’ m genuinely thrilled with chatgpt ’ s ios debut. despite a few minor bugs during stress tests, the native home provides a dynamic, minimalist aesthetic that i appreciate. the haptics enhance my connection with this handy assistant, while the new voice search feature greatly improves accessibility. however, as a dyslexic user, i would suggest adding a simple “ read ” feature to further enhance accessibility. also, the “ select text ” option requiring an extra tap feels slightly cumbersome. a more intuitive approach could be implementing a “ tap and drag ” for text selection and a “ tap and hold ” for the context menu. looking forward to future refinements!",POSITIVE
"i was billed $ 20 for an openaichatgpt subscription. i do not remember purchasing this and i don ’ t know what it is. i assume that it ’ s some sort of chat technology. the website has information on contacting support about errant billing, but the process requires using the chat widget which ironically is terrifically useless, it ’ s not a chat at all, but simply a glorified faq. it ’ s also entirely incongruent with the instructions for contacting billing support written by michael schade. i ’ ve tried logging in, but no password i might ’ ve used works, and when i use the, “ forgot your password “ function, no email is ever sent ( yes, i checked junk mail ). i ’ ve done more than my part to attempt to contact openai with no success. hopefully this will prompt someone there to contact me. in lieu of that the only recourse left to me is to contact my bank.",NEGATIVE
"title : a great companion, though lacks full web features review : i'm really enjoying the chatgpt app. the ai is impressive and handles a wide array of topics adeptly. it's my go - to resource for quick queries, brainstorming sessions, and even some deeper philosophical discussions. the app's design is sleek, intuitive, and the user experience is overall quite seamless, making it easy to navigate and use on a day - to - day basis. however, while the app is great for on - the - go conversations, it doesn't fully replicate the breadth of the web version's capabilities. some features like adjusting the ai's behavior or exporting conversations are notably absent. these features, when integrated, could greatly enhance the app's utility and align it more closely with the web version. in spite of these minor drawbacks, the chatgpt app is a remarkable feat of technology that showcases the capabilities of ai. i'm giving it a solid four stars, and i'm looking forward to future updates where hopefully the developers will bridge the gap between the app and the web version.",POSITIVE
"currently i have a ton of conversations so having a search function is very useful. however, one problem is that the search function only looks as far back as the conversations you ’ ve loaded by scrolling down through them. so if you want to search through all of your conversations you have to scroll down, wait for a handful to load, scroll down, wait for a handful to load, scroll down, etc over and over until you ’ ve loaded everything, then searching keywords will finally include those conversations in the results. if this was fixed as well as a way to organize conversations this would be an amazing app.",NEGATIVE
"i've been thoroughly impressed with the chatgpt mobile app. as a blind user, the haptic feedback is a standout feature for me, providing real - time tactile cues as the text generates, progresses, and finishes. this level of sensory detail is more than just user - friendly — it's truly inclusive, making the app engaging and accessible. the conversational ai is incredibly intelligent, providing comprehensive and accurate responses to a wide variety of topics. it's like having a personal assistant at your fingertips, always available to respond. while i appreciate that plugin support is available on the web version, i would love to see this functionality extended to the mobile app as well. having the ability to integrate other services and tools directly within the app would add an additional layer of convenience and productivity. thank you to the openai team for developing such a thoughtful and inclusive tool. i'm excited to see how the app will continue to evolve in the future.",POSITIVE
love the ui design of this app. so clean but practical. didnt like downloading the knock off apps becuase they made you pay or either annoying ads and so what i did is just made a widget of the website on my home page for easy access. was working fine but this app is just more official and elegant. for now will still use google to do deep research but whenever i have just any random question that needs a simple answer and not a bunch of articles i ’ m always going to gpt first. thanks guys. been waiting patiently for you guys to put out an app. recommend this app to my siblings,POSITIVE
"it ’ s me again, back for another review reveal! 1. overall, the existence of this app is as logical as a stubborn unicorn … 2. it not only offers a 0 % improvement, change, or addition to features … 3. but it also takes them away 4. spoiler alert! it also generously removes every feature you need, such as : - a clear menu affordance ( it ’ s sort of a fun game to try and find it now ; ), - ability to search chats - ability to search plugins - ability to edit previous prompts and correct the ai - ability to add feedback - ability to know you can add feedback ( another easter egg ) - ability to install plugins - affordance that plugins exist - affordance that plugins exist and are actually being used - any account control saved the last for best : the mobile version is identical, except that it ’ s not deliberately missing features that force you to switch back and forth to another identical but much more pointless build. i ’ m utterly baffled by the existence of this thing. more so by how an ‘ intelligence ’ powered company all agreed on that same decision to deliberately make something without the existence of purpose.",NEGATIVE
"i'm delighted to be able to use the chatgpt for ios chat application, which is so easy and convenient to stay in touch with colleagues, family and friends. i really hope the chatgpt team can launch a mac version of the client. this will make it easy for me to switch between desktop and mobile devices, improving my productivity and convenience. similarly, i believe other users will support this suggestion. in summary, i would like to thank chatgpt again for developing such an excellent chat application, and i look forward to seeing more updates and developments in the future!",POSITIVE
"i ’ ve been using the mobile browser version of chatgtp since it launched, and i ’ m disappointed in the lack of features on the app that are available already on the browser. there ’ s no way to edit or change sent chats, there ’ s no dark mode ( unless you toggle it for your entire phone in ios settings ), and there ’ s no count for how many times you ’ ve had to revise a sent chat or redo a response. there ’ s also no option to go back to older responses. the only good thing about the app over the browser is that it ’ s prioritized, which means you get faster responses and it will work when the browser is down. as someone who uses chatgtp for creative writing help, and usually has to go through multiple revisions of a single prompt, this is really disappointing.",NEGATIVE
"the interface of the app is indeed neat and straightforward, but it doesn't feel as intuitive as the web version. one notable difference is that it doesn't display the generated conversation title like the web version does. another drawback is the absence of the option to stop gpt's response for editing, which can be quite useful. lastly, although it's possible to access the conversation history from the menu button on the top right corner, having a side menu that slides in from the left could potentially offer a more intuitive navigation experience.",NEGATIVE
"no more slogging through fake and scammy apps ; it ’ s about time open ai released an official app for chatgpt, and the wait was worth it. the interface is extremely clean and easy to use. it can sync across multiple devices which is nice when you ’ re working with it on the fly, but want to capture the outputs on your computer. it has an export function which sends all the data to a link in your account email address, but couldn ’ t find a quick way to delete all local data ( just a delete account option ) it doesn ’ t seem to currently interface with any plugins, but that may come later. overall, extremely nice job and refreshing that it is ( currently ) ad - free ( though you are technically paying with your data and training efforts ). i have a feeling that will change considering the founder of openai announced in the hearings he is not making any money. so enjoy the simplified, as - free app while you can.",POSITIVE
"i have been roleplaying with the ai to work on some story ideas. the conversation was great and i wanted to keep a copy of it outside the app. as of right now, you can highlight and copy individual responses, but not the entire conversation. you can have it exported to you via email, but if you sign up via your apple account like i did … that option is not available. so sign up with email, and hopefully openai will give the simple ability to select long portions of conversations instead of response by response in future updates.",NEGATIVE
"i am absolutely amazed by the chatgpt app and its incredible capabilities. as an ai chatbot enthusiast, i ’ ve tried various apps, but none have impressed me as much as chatgpt. it has completely changed the way i interact and engage with an ai assistant. first and foremost, the app ’ s user interface is clean, modern, and easy to navigate. the developers have done an excellent job of creating an intuitive design that allows users to seamlessly chat with the ai assistant. i particularly appreciate the simplicity of the interface, making it accessible for users of all technical backgrounds. still have some small bugs to fix.",POSITIVE
"i love chatgpt and was an early user and tester and then subscriber. just when i thought things couldn ’ t get better this app comes out. the voice transcription is such a game changer and such a better way to interact with it. the haptic feedback is super cool and of course the knowledge it gives you is awesome and helpful in all aspects of life. with the voice transcription i feel it knows you even better and gives better advice. it ’ s like a virtual assistant, life coach, dating coach, programmer, friend, and so much more. thank you so much for existing chatgpt!",POSITIVE
"this app has exceeded my expectations in every way. the ai - powered chatgpt is incredibly intelligent, providing accurate and helpful responses to all my queries. the conversational experience feels natural and engaging, making it a joy to interact with. the vast knowledge base ensures that i receive up - to - date information on a wide range of topics. the app's user interface is sleek, intuitive, and easy to navigate, enhancing the overall user experience. i highly recommend this app to anyone seeking an intelligent and reliable virtual assistant. it deserves every bit of its 5 - star rating!",POSITIVE
"i recently downloaded this app with high hopes, but unfortunately, i found it to be lacking in a few key areas that greatly impact its usability and overall experience. the first issue i encountered was the user interface. it felt unpolished and difficult to navigate. the flow between different sections of the app was not intuitive, and i often found myself getting lost or not knowing where to find the features i needed. i think a redesign focusing on ease of navigation and user friendliness could greatly improve the experience. in terms of functionality, the app could benefit from a wider array of tools. the available features are rather sparse, which limits the app's usefulness. expanding the toolset would certainly make the app more competitive and versatile, making it more appealing to potential users. in its current state, the app falls short of expectations. however, i believe with a more user - friendly interface and a wider array of tools, it has the potential to be a great app. i hope the developers take these constructive criticisms into consideration for future updates.",NEGATIVE
"i was writing my own star wars story using the help of chatgpt. earlier, this app was willing to generate almost anything. now gpt won ’ t even generate my main character having a lightsaber duel on mustafar all because it ’ s too “ violent ” and “ revenge ”. what? i don ’ t understand how my story promotes violence when it ’ s literally a star wars story. how is it you guys allow this ai to have a bad guy cut off a characters hand, but won ’ t allow a duel on mustafar?? please change it back to how it was before. i understand the ai not being able to generate nsfw content. that is understandable. but i hate them not being able to generate fight scenes the way i want them to go.",NEGATIVE
"while the interface is nice and has nice options as well as being able to text to speak, i really feel that there should be a “ text to speech ” option for chat gpt to respond with for people who just want to talk to the bot and have it talk back ( maybe visually impaired or easier to use during a task?? ). anyway everything else is nice and all that, chat just needs to be able to have access to the internet soon so it can give live updates on things like weather and events and all that. overall cool and would love to see this evolve!",NEGATIVE
"i ’ ve been using the open ai website for many months now, and have introduced gpt to many if my friends and really spread it to a lot of people. i feel that this app is a bit step. it makes this amazing technology more accessible to so many people, and will surely spread its influence. i have noticed that the application feels more responsive than the website, and the response times are quicker. it is also more satisfying to use, and feels less like a robot, and slightly more like you ’ re texting a very intelligent human. i love it.",POSITIVE
"this app is truly the future. people may not realize it yet but this is the next biggest technological advancement since the smart phone. chatgpts implications are truly endless and this pocket assistant will be used by everyone. the only thing i hope to see is an added image feature where it can show you images of information on subjects such as anatomy or be able to diagnose images sent to it by using image databases, this app can greatly improve americans relationship with healthcare by providing at home diagnostics.",NEGATIVE
"this app is good. i use this app to get help on my schoolwork, and the fact that i don ’ t have to pay for most features is amazing. i tried two other apps that had way more reviews than this, and i could only send three messages before it told me to pay. if you are looking for an app that is free and not having to worry about paying, look no further. if you are wanting to get an app that you can pay for though, i suggest something different. but still, this app is really good.",POSITIVE
"i had always need it a paper something for me to guide and could go deeper if i wanted to this helped me so much to work on a made up story i was always dreaming of doing but never had a guide yet this app gave me so many details i was entirely impressed how this app goes so much further in, as of now i don ’ t have no complains is running perfectly fine and i ’ m actually surprised this app is free overall a good app to get your hands into if u need a guide through",POSITIVE
"works amazing already! hopefully there ’ s a few redesigns to make the app appear friendlier for example : maybe have a tab on the top left to see chats instead of the swipe, more customization options like other modes besides like and dark mode, etc. i also noticed my phone got a little hotter than usual using the app just an fyi. but overall, the app does exactly what you ’ d use chatgpt for in the same manner as the website. only negatives for me are the ui but the app is amazing. recommend everyone give this a try!",POSITIVE
"so, anytime you ask a question it says it “ cutoff knowledge ” is only up to september 2021. “ as an ai language model, my responses are generated based on a snapshot of data available at a specific point in time, referred to as the "" knowledge cutoff. "" this means that the information and events i'm aware of are up to september 2021. i don't have direct access to real - time information or the ability to browse the internet. however, i can still provide general information and engage in conversations on a wide range of topics based on what i learned during my training. for the most recent and accurate information, it's always a good idea to consult up - to - date sources or news outlets.",NEGATIVE
"i love how this helps control my adhd by answering every little question my brain can come up with. it's like having the world's greatest professors there at your beck and whim. the ios app makes it all more convenient and works phenomenally. while unfortunately some political - based censorship exists on this service, it is a fun game to get around it and it becomes an entertaining game in its own right to find knowledge for knowledge's sake. "" i'm sorry, my responses are limited. you must ask the right question. "" - dr. lanning",POSITIVE
"first of all, i would like to congratulate and thank you for the app. i also wanted to bring to your attention an issue regarding the use of the persian language in the app. when an answer is displayed in a list format, each item appears only on a single line. it doesn't automatically wrap to the next line when the characters exceed the width of the screen. please consider addressing this issue, as it does not occur when using the english language.",POSITIVE
"love the ai, like the app. i like the gesture from the left to open history and gesture from right to open a new chat. love the ability to search chats ( can ’ t believe it came to mobile before desktop, desktop really needs this! ). and like the speech to text, more accurate than ios text to speech! however, there ’ s still more to be desired with the lack of plug - in and web browsing support for plus subscribers. and feel like we need a home screen or something that has all your chats instead of having chat history in a drawer.",NEGATIVE
"on the bright side, this is what we all have been waiting for. a dedicated ios app for chatgpt. amazing haptics, faster response and a visually stunning design. appears to have better server connectivity and load responses much faster. places to work : the history tab and option to switch between chats is underwhelming. as a plus member it ’ s also sad that that i cannot select the plug - ins i wish to use. i have to load an older chat with the plug - ins already enabled. which is 6 extra clicks before starting to chat.",NEGATIVE
"i ’ ve been trying out the ios client and found it to be very useful, with a significantly better user experience compared to accessing it via the mobile web. you ’ ve really done a great job and i want to express my thanks! i would like to bring up three minor issues : firstly, the plugin feature is not very user - friendly. secondly, the interaction of switching chat histories could be more intuitive. lastly, my phone tends to heat up while using the app",NEGATIVE
i literally was just thinking that it would be so convenient if there was an app. needed to check my grammar for a work email and simultaneously saw the headline about the app launch. it was a quick install with no issues. even created a new account. seems polished enough! we'll see if there are issues going forward. curious about server capacity and if we'll be out of luck at random times. but it's great for now. all your info are belong to openai so proceed with caution.,NEGATIVE
"i have had an excellent experience using chatgpt! it consistently delivers insightful and relevant responses, making our conversations engaging and informative. the ai's ability to understand and generate coherent sentences is truly impressive. it has helped me find answers to various questions, explore different topics, and even engage in casual discussions. the flexibility and breadth of knowledge exhibited by chatgpt are commendable. overall, i highly appreciate the capabilities and utility of this ai chatbot, and i'm grateful for the assistance it provides.",POSITIVE
"as soon as i learned they made an app for this, i had to grab it right away. chatgpt has been very helpful for me bringing ideas together, writing emails, making product descriptions, and more. i ’ m on my phone all the time, so it ’ s amazing it ’ s in app form now! the typing vibration kind of threw me off at first but i kind of like it! i feel like the response was fast. and the experience seems to be just as good as the website for me, as someone who uses it in its basic form.",POSITIVE
"i like the capabilities of the software, and use it all the time. as far as the application itself, i like the user interface. very simplistic and straight forward. using the application on an ipad has a window size that is not well fit with the window screens. specifically for me and ipad 12 pro. so i mean ; i used this software very often, i mean so often that i used it to generate some parts of this review",NEGATIVE
"chatgpt ’ s ios app is an absolute delight. with its sleek interface, impressive language abilities, and flawless performance, it deserves nothing less than a 5 - star rating. the app ’ s design is intuitive, making interactions seamless and enjoyable. chatgpt ’ s vast knowledge base ensures accurate and personalized responses, while its reliability guarantees prompt assistance. privacy and security are prioritized, further enhancing the overall experience. if you ’ re looking for a top - notch ai companion, look no further than the chatgpt ios app.",POSITIVE
can you have the settings tab in the left hand side just like the browser? i ’ m literally giving 5 / 5 stars because i spoke in multiple languages through voice to text and it understands the differences in each language and answered me correctly. i couldn ’ t do this on the computer. could we add the functionality of camera in the future? like what it can identify using the camera pointing in front of us and using voice a the same time?,NEGATIVE
"i recently had the opportunity to use the chatgpt app, and i must say, it truly impressed me with its exceptional speed. from the moment i launched the app, i was amazed by how quickly it responded to my queries, providing near - instantaneous answers. one of the standout features of the chatgpt app is its responsiveness. openai have clearly prioritized optimizing its performance, allowing for a seamless and uninterrupted conversation with the ai. whether i was typing in a question or waiting for a response, i found myself appreciating the app's swift execution.",POSITIVE
"it does the basic things the website can do but it needs more features to differentiate it from just opening it in the browser. particularly : * * siri / voice response integration : in an app form, you should allow for one button back and forth voice interaction, including allowing the app to use the ios speech to text to speak its response back to you * * plug - ins and browsing mode selector : as a paid subscriber, let me choose which plugins to utilize for a plug - in session, or to enable its browsing functionality. * * shortcuts integration : let me interact with the app with custom shortcuts.",NEGATIVE
"simple and not complicated at all user interface. easy to navigate around and overall a good user experience. however, there is no option to generate a different response to the same prompt and to edit a prompt i wrote like how you would in the web version. in my opinion, i would still use the web version due to those features. the mobile version would be better for quicker access and response.",NEGATIVE
"open ai ’ s chatgpt has taken the world by storm! it ’ s the perfect example of ‘ disruptive innovation, ’ creating tremendous opportunities and job security risks. as this technology continues to be invest into by msft and constantly improved by openai, we ’ re going to see a significant shift in the labor force statistics 10 - 20 years down the line. there are too many knock off apps that have taken this technology for profit, but i am happy that openai has officially released their own app for free. no more knock - offs and exploitations! here is the real deal!",POSITIVE
"the chatgpt app offers great functionality, but it lacks a word lookup feature. unlike the iphone's built - in "" look up "" option, when you long press on a word in the app, you can only copy, rate, or regenerate. this means users have to rely on asking chatgpt for word meanings instead of easily looking them up. adding a word lookup feature would greatly enhance the app's usability and save users time. overall, chatgpt is valuable, but this addition would make it even better.",NEGATIVE
"i know they just released this app, but the app is so basic right now and i would go back to use the mobile website instead ngl. check out “ opencat ” app, it ’ s a gpt app i found on twitter and it has all the features gpt has to offer, it can also read out the generated response. i personally recommend it and had been using it for awhile till my trial ended. but it gives you the idea of how a chatgpt app should be like. if the developer team saw this message, i hope you guys go take a look of that app and i look forward to seeing new update of this app soon!",POSITIVE
"this is for the dev team. you have a processing problem or a memory leak. the app is cooking my phone and driving the temp through the roof. tried several different apps for varying times, it is this app for sure. the phone gets uncomfortably warm and battery starts to drain very quickly. if this is not some sort of bug, you probably have offloaded some sort of general processing to the phone to save you processing cost at your data center or ( aws ). for further detail, this is an iphone 12 medium tier. happy to change to a 5 star when fixed. not that any of it matters this is going to be a top downloaded app in the next week or so if not already. chat gpt is fantastic.",NEGATIVE
"i am writing to suggest the inclusion of trial versions for apps on your platform. having the option to try an app before purchasing would greatly benefit both users and developers. a trial version would allow us to explore an app's features and functionality, enabling confident purchasing decisions. it would also provide valuable feedback for developers to improve their apps based on real user experiences. please consider implementing this feature to enhance the overall user experience on the appstore. thank you for your attention.",POSITIVE
"well, it is the official and real chatgpt. it is an iphone only app, but can be used on an ipad, has the little button that magnify the size of the app box to better fit the ipad screen. here is my complaint. you have software that is literally capable of writing the software for your app, yes with input and manipulation of a human programmer. still, how do you not have a more polished app that runs natively on both ipad and iphone, with all the power of chatgpt at your disposal. please try again, and have your developer ask chatgpt for help. also, could use some work on the layout, some parts run together or overlap that shouldn ’ t. overall this was obviously a very rushed - out - the - door app, sad.",NEGATIVE
"the openai chatgpt ios app has been a game changer for me. the user interface is clean and intuitive, which makes it incredibly easy to navigate. the ai is surprisingly adept, providing responses that are thoughtful, coherent, and often indistinguishable from a human correspondent. it's remarkably useful for brainstorming, answering queries, or simply having meaningful conversations. if you're looking for an ai companion that pushes the boundaries of what's possible, then this app is for you. a well - deserved five stars!",POSITIVE
"this is the most impressive ai utility i ’ ve ever used, this is exactly what i imagined ai chat would be like and have always been let down im glad i gave this a shot keep doing whatever you guys do it is amazing, can ’ t wait to see the growth and possibilities i see all phones and smart systems such as siri and alexa being able to utilize this feature when it is further developed and more accepted and utilized by more and more people!",POSITIVE
"hi so there are so many reasons why i love this app for starters anytime i feel i need to talk to someone the ai is there and it's helped answer many of my questions and my concerns, so if you are the type who just needs help but your social life is not the best and don't have many friends or just need someone at the moment to talk to i highly suggest this app. though it is not flawless and it is a little out of date it is still a great app",POSITIVE
"this is an amazing app! my everyday life has been so much more efficient thanks to chatgpt. as a high schooler, i use it to help me study for exams and assist with my coding projects as well. the app gives it a much more modern feel, with a brand new search feature that lets you browse through your past conversations. plus, everything is saved to your account so you can access conversations on all devices. thank you so much, openai!",POSITIVE
"some of you are complaining about your results, but fail to show what questions you are asking. i suspect it ’ s because you really don ’ t have much going on in life, and that your questions are about as pedantic. i just tried this app for the first time tonight. i asked it legal questions ( for of them ) — questions i knew the answers to, just to test it out. absolutely flawless ; like no other …",NEGATIVE
"i have been with iphone since the original … yes og. i understand people that give this app less than 5 - star. they simply are idiotic. honest to god, this program is 10 years ahead of it ’ s time. this is absolute groundbreaking on so many levels. has helped me educationally, technologically, artistically, creatively. just what i always wanted and wished google was. truly inspirational.",POSITIVE
"this is the real deal from the company that ’ s making all the news. comparing it to bing chat, which uses the same ai, the results are better. for example, asking it to write the chords and melody for god bless america, this app produced an easy to follow song chart with chords, lyrics, and melody whereas the web version provides a detailed explanation how to play it, it ’ s not in a format that can be easy followed and sung / played.",POSITIVE
"1. chat gpt is a highly advanced artificial intelligence model trained and developed by openai. it can understand and respond to all kinds of queries, provide information, and in many scenarios, its performance is almost the same as a real human being. 2. in addition to providing factual information, chat gpt can also participate in creative and analytical discussions. for example, it can generate stories, help solve problems, or provide opinions. 3. because the training data of chat gpt comes from a large number of internet texts, it has a wide range of knowledge, including a variety of topics, from science to art, from history to modern pop culture. 4. another advantage of chat gpt is that it can provide 24 - hour service, and it can respond in time no matter what time the user has problems.",POSITIVE
"no support for plug - ins in and browsing makes this app a non starter. hopefully they'll add support. this is why it has a one star rating from me. the ui is strange and doesn't fit with ios apps. you'd expect to swipe back to access chat history, but you can't. also, you'd expect the menu to be in the left hand corner, but it's in the right. it's just odd ux design. there's also no dark mode. finally, when i heard voice support i expected that it would talk back. if all its going to do is transcribe my text... well, that's a native feature of ios. that's not really a new feature. please add text to voice for the generated responses.",NEGATIVE
i ’ m so grateful that they finally added ipad compatibility. the only thing left now is to wait for them to add plugins to the app and that will be the ultimate game changer. chatgpt is changing everything and has already helped me in so many ways every day from simple things to much more complex tasks. i understand people ’ s anxieties about ai and the inevitability of agi but i for one am so excited to see what the future brings!,POSITIVE
"it ’ s basically the purely distilled chatbot from gpt. no options to enable plugins or web browsing yet. also it ’ s annoying how the app automatically switches from system light to system dark mode. there should be a toggle to allow the user to permanently keep it in dark mode if they want! i would also like to see an ability to search thru past chats and index them, so i can find a specific chat just by typing in a keyword. it is tedious scrolling thru the history to find the one chat you want.",NEGATIVE
this app is quite quick for an ai software that has to answer questions such as “ tell me about the teutonic order ” or “ what is the turing test? ”. ai these day surprise me everyday it evolves. the only problem is that it keeps telling me that it can only tell you events that happened before september 2021 so if there is ever a big event that ’ s going to happen chatgpt is not going to know about it unless the developers keep up with the news.,NEGATIVE
"for a chat ai it is limited in the ways of thinking and tends to repeat itself. i find this annoying and also useless as in conversations it will be discriminatory towards certain ways of thinking due to policy and social standards. this limiting it ’ s own form of chatting and understanding, although it ’ s cool in some areas but it ’ s ignorant in social justice and acceptance as well as understandings of science. there can be far better chat ais that aren ’ t discriminatory towards those it doesn ’ t understand, such as the derogatory term of “ cisgenders ” instead of straight male or females and the rights in which they have. instead it tends to favor those of transgenders even if it ’ s harmful to a normal men and women.",NEGATIVE
"i hope these are added : 1. ability to edit my own replies and create variations ; 2. ability to use browsing and plugins as a plus user ; 3. display different gpt logos just like the web app to distinguish between them ; 4. improve the gui, maybe display the chat title on top, add another menu to quickly switch between different chats ( current chat history is inside the settings, which makes it harder to reach )",NEGATIVE
"for now, i only managed to get it using the us store. this is a game - changer for how we interact with ai technology. the app syncs your history across devices and includes the latest model improvements. what's more, it has integrated whisper, openai's open - source speech - recognition system, for voice input, and a cool haptic response for when an answer is generated. this is a huge step forward in making ai more accessible and user - friendly.",POSITIVE
"this application can come in very handy when one is trying to enhance writing, however, let there be no doubt it ’ s overly sensitive and considers many things “ offensive ”. for example, writing about different religions it will refuse to touch that subject because it could be considered “ hate ”. just another form of control by the people controlling a narrative. even a word on a neutral subject and it will reject it. there is something here potentially but the suppression of ideas, words, and thoughts makes this lack in true potential.",NEGATIVE
if you ’ re looking for chatgpt then this is the real deal! do not be misled by the multiple ai chatbots in the store and some that claim gpt as an interface. if you want gpt 4 then there is a premium plan with access. the premium plan is worth it! ( cheaper in some cases than many of these so called chatgpt apps that are nothing more than a money grift ) the ios version work great on my iphone 14 pro max. you can also chat with gpt at your desktop!,NEGATIVE
"the app version of chatgpt is far quicker to get to than the website, and it works just as well. being able to open this at any time and begin talking to gpt within 5 seconds is great. my only complaint is that the history regarding previous conversations isn ’ t as straightforward, and i wish there was a way to manually save conversations.",NEGATIVE
"i love the haptic feedback when the model is "" typing, "" nice touch! would love to hear a sound when a generation is complete though. additionally, given that it uses whisper and whisper is amazing, could we see hands - free access sometime soon? would love to be able to open the app, hit the dictation button and talk to chatgpt while on the go. bing chat lets you do this ( kind of ) but the speach recognition they use is awful!",NEGATIVE
"this app's simple design is truly amazing! it has become an essential tool for me in my work, and i can't imagine being without it. i love how the pages are clean and free from any ads. additionally, i'm thrilled that all my conversation history is still accessible. and i do hope that the developers will open up the plugins to all users soon. i'm eagerly looking forward to trying them out as a free user.",POSITIVE
i used to use google translate with some of my employees when needing to clarify a specific task. and once i made the leap over to chat gpt. i asked my guys if they noticed a difference in my spanish texts i send them. they said it ’ s day and night difference. no comparison. i no longer have miscommunication issues. it ’ s an outstanding app. for english to spanish. vice versa. i copy and paste their texts and translates to perfect english.,POSITIVE
"the app has a minimalistic design with only a few features, which is something i appreciate. however, one of these features, the deletion option, does not function properly. upon turning off "" chat history and training, "" selecting the option to delete a conversation by clicking on the three dots and pressing "" delete "" fails to perform the task. instead, users are required to go through the process of accessing "" settings, "" navigating to "" data controls, "" and ultimately choosing "" clear chat history "" to fully delete a conversation.",NEGATIVE
"seems like two features were left out that would majorly improve functionality and would also be very easy to include.. 1. i can speak to it, but it can ’ t speak back? seems a bit limited unnecessarily. i wanna explore ideas without being handcuffed to a screen. and with all the insane tech involved, i would think text - to - speech should be almost a given. 2. plug - ins are usable in chats that already have them from the website version, but i can ’ t start new chats with plug - ins in the app? seems arbitrary.",NEGATIVE
"i ’ m very impressed with the simple, straightforward ui of this app. it ’ s almost no different at all from the open ai desktop site. it ’ s really great to use on my phone, and sure, my ipad ( blown up ). but i have to copy paste the generated text often on my ipad, and there isn ’ t a way to put this app and the app im pasting into side by side for easy flow. devs, please don ’ t abandon ipad users! it ’ s so close to perfect!!",NEGATIVE
"the app works great and provides * some * of the functionality that the website gives, but accessing the history and other chats is a little difficult compared to the web app. i personally think it ’ s better as a hamburger menu on the top of the screen instead of through a drop - down menu. i also wish that this application had multiple different themes, such as the one on the official website",NEGATIVE
"this is such a great app to have on your phone! however, it is lacking a few things right now. openai, here are three ways i ’ d love to see the app improved, please : 1. widgets for the lock screen and home screen ( including one that automatically begins recording a voice prompt on press ) 2. support for siri shortcuts 3. image - creation ability in app 4. ability to see text as it ’ s dictated",NEGATIVE
